90409,34,-118.48
90410,34.01,-118.46
90411,34.01,-118.46
90501,33.83,-118.31
90502,33.83,-118.29
90503,33.84,-118.35
90504,33.86,-118.33
90505,33.8,-118.35
90506,33.88,-118.33
90507,33.83,-118.31
90508,33.83,-118.31
90509,33.84,-118.32
90510,33.82,-118.32
90601,34,-118.03
90602,33.97,-118.01
90603,33.94,-117.99
90604,33.93,-118
90605,33.95,-118.02
90606,33.98,-118.06
90607,33.96,-118.02
90608,33.97,-118.02
90609,33.97,-118.03
90610,33.96,-118.07
90612,33.96,-118.02
90620,33.84,-118
90621,33.87,-117.99
90622,33.84,-118
90623,33.85,-118.04
90624,33.85,-118
90630,33.81,-118.03
90631,33.94,-117.95
90632,33.91,-117.95
90633,33.93,-117.94
90637,33.89,-118
90638,33.9,-118
90639,33.9,-118.01
90640,34.02,-118.11
90650,33.9,-118.07
90651,33.9,-118.07
90652,33.91,-118.07
90659,33.9,-118.07
90660,33.98,-118.08
90661,34,-118.08
90662,33.96,-118.09
90670,33.92,-118.06
90671,33.93,-118.06
90680,33.8,-117.99
90701,33.86,-118.08
90702,33.86,-118.08
90703,33.86,-118.05
90704,33.38,-118.45
90706,33.88,-118.13
90707,33.88,-118.12
90710,33.8,-118.3
90711,33.84,-118.14
90712,33.85,-118.15
90713,33.85,-118.11
90714,33.85,-118.13
90715,33.84,-118.07
90716,33.83,-118.07
90717,33.79,-118.31
90720,33.79,-118.06
90721,33.8,-118.07
90723,33.89,-118.16
90731,33.73,-118.29
90732,33.73,-118.31
90733,33.7,-118.29
90734,33.75,-118.3
90740,33.75,-118.07
90742,33.72,-118.08
90743,33.73,-118.09
90744,33.77,-118.26
90745,33.82,-118.26
90746,33.86,-118.25
90747,33.86,-118.25
90748,33.78,-118.26
90749,33.82,-118.26
90755,33.8,-118.16
90801,33.77,-118.18
90802,33.75,-118.2
90803,33.75,-118.13
90804,33.78,-118.14
90805,33.86,-118.18
90806,33.81,-118.18
90807,33.83,-118.18
90808,33.82,-118.11
90809,33.76,-118.12
90810,33.81,-118.22
90813,33.78,-118.18
90814,33.77,-118.14
90815,33.79,-118.12
90822,33.78,-118.12
90831,33.77,-118.2
90832,33.76,-118.19
90833,33.76,-118.2
90834,33.76,-118.2
90835,33.76,-118.2
90840,33.78,-118.12
90842,33.81,-118.16
90844,33.77,-118.19
90845,33.77,-118.18
90846,33.82,-118.11
90847,33.83,-118.19
90848,33.83,-118.18
90853,33.75,-118.13
90888,33.77,-118.18
90895,33.83,-118.21
90899,33.77,-118.19
91001,34.2,-118.13
91003,34.18,-118.13
91006,34.13,-118.02
91007,34.12,-118.05
91008,34.15,-117.97
91009,34.13,-117.96
91010,34.13,-117.94
91011,34.22,-118.21
91012,34.2,-118.19
91016,34.15,-117.99
91017,34.13,-117.98
91020,34.21,-118.23
91021,34.2,-118.22
91023,34.22,-118.09
91024,34.17,-118.05
91025,34.16,-118.05
91030,34.11,-118.15
91031,34.11,-118.15
91040,34.26,-118.32
91041,34.26,-118.31
91042,34.29,-118.25
91043,34.25,-118.29
91046,34.21,-118.24
91066,34.14,-118.02
91077,34.12,-118.05
91101,34.15,-118.14
91102,34.14,-118.14
91103,34.17,-118.17
91104,34.16,-118.12
91105,34.14,-118.16
91106,34.14,-118.13
91107,34.16,-118.08
91108,34.12,-118.11
91109,34.16,-118.16
91110,34.15,-118.15
91114,34.16,-118.13
91115,34.13,-118.15
91116,34.14,-118.13
91117,34.14,-118.09
91118,34.12,-118.09
91121,34.15,-118.09
91123,34.14,-118.15
91124,34.14,-118.15
91125,34.13,-118.12
91126,34.13,-118.12
91129,34.14,-118.15
91131,34.15,-118.15
91182,34.14,-118.14
91184,34.13,-118.16
91185,34.16,-117.98
91188,34.14,-118.14
91189,34.12,-118.16
91191,34.15,-118.15
91199,34.17,-118.12
91201,34.17,-118.29
91202,34.16,-118.26
91203,34.15,-118.26
91204,34.13,-118.26
91205,34.13,-118.24
91206,34.16,-118.2
91207,34.18,-118.25
91208,34.19,-118.24
91209,34.14,-118.25
91210,34.14,-118.26
91214,34.23,-118.24
91221,34.16,-118.28
91222,34.16,-118.26
91224,34.23,-118.25
91225,34.12,-118.25
91226,34.16,-118.21
91301,34.12,-118.76
91302,34.11,-118.67
91303,34.19,-118.6
91304,34.22,-118.59
91305,34.2,-118.6
91306,34.2,-118.57
91307,34.2,-118.69
91308,34.2,-118.59
91309,34.21,-118.59
91310,34.49,-118.61
91311,34.28,-118.61
91313,34.23,-118.58
91316,34.15,-118.52
91319,34.18,-118.91
91320,34.17,-118.95
91321,34.36,-118.47
91322,34.38,-118.53
91324,34.24,-118.55
91325,34.23,-118.51
91326,34.28,-118.55
91327,34.27,-118.55
91328,34.22,-118.53
91329,34.24,-118.53
91330,34.25,-118.53
91331,34.25,-118.41
91333,34.26,-118.42
91334,34.24,-118.42
91335,34.2,-118.54
91337,34.2,-118.53
91340,34.28,-118.44
91341,34.28,-118.44
91342,34.32,-118.38
91343,34.23,-118.47
91344,34.29,-118.5
91345,34.27,-118.45
91346,34.26,-118.46
91350,34.43,-118.51
91351,34.43,-118.46
91352,34.23,-118.34
91353,34.21,-118.36
91354,34.46,-118.57
91355,34.41,-118.56
91356,34.15,-118.54
91357,34.17,-118.54
91358,34.18,-118.87
91359,34.19,-118.82
91360,34.21,-118.88
91361,34.14,-118.89
91362,34.19,-118.81
91363,34.14,-118.8
91364,34.15,-118.6
91365,34.16,-118.6
91367,34.17,-118.61
91371,34.18,-118.58
91372,34.15,-118.64
91376,34.14,-118.75
91377,34.19,-118.76
91380,34.49,-118.39
91381,34.37,-118.61
91382,34.41,-118.51
91383,34.36,-118.45
91384,34.51,-118.68
91385,34.38,-118.56
91386,34.41,-118.45
91387,34.4,-118.4
91388,34.2,-118.47
91390,34.53,-118.4
91392,34.3,-118.43
91393,34.22,-118.46
91394,34.26,-118.52
91395,34.25,-118.46
91396,34.2,-118.57
91399,34.16,-118.6
91401,34.17,-118.43
91402,34.22,-118.44
91403,34.14,-118.46
91404,34.17,-118.43
91405,34.2,-118.44
91406,34.19,-118.49
91407,34.19,-118.44
91408,34.17,-118.43
91409,34.2,-118.49
91410,34.2,-118.49
91411,34.17,-118.46
91412,34.22,-118.44
91413,34.16,-118.45
91416,34.17,-118.51
91423,34.14,-118.42
91426,34.15,-118.51
91436,34.15,-118.49
91470,34.17,-118.61
91482,34.2,-118.47
91495,34.15,-118.44
91496,34.16,-118.45
91497,34.2,-118.47
91499,34.2,-118.45
91501,34.19,-118.29
91502,34.17,-118.31
91503,34.18,-118.3
91504,34.2,-118.33
91505,34.17,-118.34
91506,34.17,-118.32
91507,34.16,-118.34
91508,34.19,-118.32
91510,34.17,-118.34
91521,34.15,-118.32
91522,34.14,-118.33
91523,34.16,-118.33
91526,34.19,-118.32
91601,34.16,-118.37
91602,34.15,-118.36
91603,34.16,-118.37
91604,34.13,-118.39
91605,34.2,-118.39
91606,34.18,-118.39
91607,34.16,-118.4
91608,34.14,-118.35
91609,34.18,-118.38
91610,34.15,-118.37
91611,34.18,-118.39
91612,34.18,-118.39
91614,34.14,-118.39
91615,34.19,-118.39
91616,34.18,-118.39
91617,34.16,-118.4
91618,34.11,-118.36
91701,34.14,-117.61
91702,34.28,-117.87
91706,34.09,-117.96
91708,33.95,-117.64
91709,33.94,-117.72
91710,34,-117.68
91711,34.12,-117.71
91714,34.01,-117.95
91715,34.01,-117.97
91716,34,-117.97
91722,34.09,-117.9
91723,34.08,-117.88
91724,34.07,-117.84
91729,34.09,-117.56
91730,34.09,-117.58
91731,34.08,-118.03
91732,34.07,-118.01
91733,34.04,-118.04
91734,34.07,-118.03
91735,34.07,-118.02
91737,34.15,-117.58
91739,34.14,-117.51
91740,34.11,-117.85
91741,34.14,-117.85
91743,34.06,-117.58
91744,34.02,-117.93
91745,34,-117.97
91746,34.04,-117.98
91747,34.02,-117.94
91748,33.97,-117.9
91749,34.03,-117.95
91750,34.15,-117.76
91752,33.99,-117.53
91754,34.05,-118.14
91755,34.05,-118.11
91756,34.04,-118.13
91758,34.05,-117.6
91759,34.2,-117.7
91761,34.02,-117.58
91762,34.04,-117.67
91763,34.07,-117.7
91764,34.07,-117.62
91765,33.99,-117.81
91766,34.03,-117.75
91767,34.08,-117.73
91768,34.06,-117.79
91769,34.06,-117.75
91770,34.06,-118.08
91771,34.06,-118.08
91772,34.06,-118.08
91773,34.1,-117.81
91775,34.11,-118.08
91776,34.08,-118.09
91778,34.1,-118.1
91780,34.1,-118.05
91784,34.14,-117.65
91785,34.09,-117.64
91786,34.1,-117.66
91788,34.01,-117.86
91789,34.01,-117.85
91790,34.06,-117.94
91791,34.06,-117.89
91792,34.02,-117.9
91793,34.06,-117.92
91795,34.02,-117.85
91797,34.08,-117.96
91798,34.06,-117.61
91799,34.05,-117.75
91801,34.09,-118.13
91802,34.09,-118.12
91803,34.07,-118.14
91804,34.09,-118.12
91841,34.09,-118.12
91896,34.09,-118.12
91899,34.08,-118.13
91901,32.8,-116.71
91902,32.67,-117.01
91903,32.83,-116.76
91905,32.67,-116.31
91906,32.68,-116.47
91908,32.65,-117.02
91909,32.61,-117.06
91910,32.63,-117.05
91911,32.61,-117.03
91912,32.64,-117.08
91913,32.64,-116.98
91914,32.66,-116.94
91915,32.62,-116.95
91916,32.9,-116.62
91917,32.62,-116.67
91921,32.65,-116.95
91931,32.83,-116.58
91932,32.57,-117.11
91933,32.58,-117.11
91934,32.63,-116.18
91935,32.69,-116.8
91941,32.76,-117
91942,32.78,-117.01
91943,32.77,-117.01
91944,32.76,-117.02
91945,32.73,-117.03
91946,32.74,-117.03
91947,32.66,-117.07
91948,32.87,-116.46
91950,32.67,-117.09
91951,32.67,-117.09
91962,32.74,-116.42
91963,32.63,-116.59
91976,32.74,-116.98
91977,32.71,-116.99
91978,32.72,-116.94
91979,32.73,-116.97
91980,32.59,-116.62
91987,32.59,-116.64
91990,32.6,-116.61
92003,33.28,-117.19
92004,33.17,-116.27
92007,33.01,-117.27
92008,33.13,-117.3
92009,33.1,-117.24
92010,33.15,-117.28
92011,33.1,-117.29
92013,33.15,-117.35
92014,32.96,-117.25
92018,33.16,-117.34
92019,32.77,-116.86
92020,32.79,-116.96
92021,32.84,-116.88
92022,32.73,-116.91
92023,33.03,-117.29
92024,33.05,-117.25
92025,33.09,-116.94
92026,33.22,-117.1
92027,33.13,-116.98
92028,33.39,-117.21
92029,33.08,-117.13
92030,33.13,-117.05
92033,33.12,-117.08
92036,33.02,-116.49
92037,32.86,-117.24
92038,32.85,-117.25
92039,32.84,-117.27
92040,32.9,-116.89
92046,33.12,-117.1
92049,33.19,-117.37
92051,33.19,-117.36
92052,33.19,-117.36
92054,33.2,-117.35
92055,33.39,-117.44
92056,33.2,-117.29
92057,33.27,-117.28
92058,33.33,-117.3
92059,33.38,-117.07
92060,33.31,-116.84
92061,33.3,-116.92
92064,32.97,-117.02
92065,33.07,-116.83
92066,33.22,-116.54
92067,33.02,-117.19
92068,33.27,-117.27
92069,33.15,-117.17
92070,33.18,-116.73
92071,32.85,-116.99
92072,32.83,-117.03
92074,32.95,-117.03
92075,33,-117.26
92078,33.11,-117.16
92079,33.14,-117.16
92081,33.18,-117.24
92082,33.25,-116.98
92083,33.2,-117.25
92084,33.21,-117.2
92085,33.19,-117.23
92086,33.28,-116.6
92088,33.36,-117.25
92090,32.79,-116.96
92091,33.02,-117.24
92092,32.87,-117.23
92093,32.88,-117.23
92096,33.13,-117.17
92101,32.71,-117.16
92102,32.72,-117.09
92103,32.74,-117.17
92104,32.73,-117.12
92105,32.73,-117.08
92106,32.72,-117.23
92107,32.74,-117.25
92108,32.77,-117.14
92109,32.79,-117.23
92110,32.77,-117.2
92111,32.8,-117.16
92112,32.72,-117.16
92113,32.69,-117.11
92114,32.71,-117.05
92115,32.75,-117.07
92116,32.76,-117.12
92117,32.82,-117.2
92118,32.7,-117.21
92119,32.81,-117.03
92120,32.79,-117.06
92121,32.9,-117.2
92122,32.85,-117.2
92123,32.8,-117.13
92124,32.82,-117.08
92126,32.88,-117.13
92127,33.02,-117.12
92128,32.99,-117.07
92129,32.96,-117.12
92130,32.95,-117.19
92131,32.89,-117.07
92132,32.71,-117.17
92133,32.72,-117.21
92134,32.72,-117.15
92135,32.7,-117.19
92136,32.67,-117.11
92137,32.88,-117.1
92138,32.76,-117.2
92139,32.68,-117.04
92140,32.74,-117.2
92142,32.83,-117.09
92143,32.56,-116.97
92145,32.93,-117.01
92147,32.72,-117.22
92149,32.67,-117.06
92150,32.98,-117.08
92152,32.69,-117.24
92153,32.56,-117.08
92154,32.56,-117.01
92155,32.67,-117.16
92158,32.56,-116.97
92159,32.8,-117.03
92160,32.78,-117.09
92161,32.88,-117.22
92162,32.71,-117.12
92163,32.74,-117.16
92164,32.74,-117.12
92165,32.74,-117.1
92166,32.72,-117.23
92167,32.74,-117.24
92168,32.76,-117.15
92169,32.79,-117.25
92170,32.69,-117.13
92171,32.78,-117.17
92172,32.96,-117.13
92173,32.55,-117.04
92174,32.7,-117.08
92175,32.76,-117.06
92176,32.76,-117.12
92177,32.82,-117.19
92178,32.68,-117.17
92179,32.56,-116.97
92182,32.76,-117.07
92184,32.71,-117.16
92186,32.74,-117.2
92187,32.72,-117.16
92190,32.78,-117.09
92191,32.9,-117.21
92192,32.85,-117.21
92193,32.8,-117.14
92194,32.8,-117.13
92195,32.74,-117.05
92196,32.91,-117.12
92197,32.83,-117.2
92198,32.99,-117.07
92199,32.99,-117.07
92201,33.71,-116.23
92202,33.66,-116.29
92203,33.75,-116.23
92210,33.7,-116.33
92211,33.77,-116.34
92220,33.95,-116.83
92222,32.79,-114.55
92223,33.94,-116.97
92225,33.75,-114.51
92226,33.6,-114.58
92227,33.02,-115.45
92230,33.93,-116.77
92231,32.69,-115.51
92232,32.67,-115.5
92233,33.13,-115.52
92234,33.82,-116.45
92235,33.77,-116.46
92236,33.7,-116.17
92239,33.76,-115.47
92240,33.95,-116.52
92241,33.83,-116.29
92242,34.15,-114.33
92243,32.77,-115.6
92244,32.79,-115.57
92247,33.66,-116.31
92248,33.66,-116.31
92249,32.73,-115.47
92250,32.83,-115.19
92251,32.86,-115.65
92252,34.15,-116.27
92253,33.65,-116.27
92254,33.55,-115.97
92255,33.74,-116.36
92256,34.1,-116.58
92257,33.3,-115.55
92258,33.92,-116.56
92259,32.72,-115.88
92260,33.7,-116.4
92261,33.61,-116.42
92262,33.85,-116.56
92263,33.87,-116.56
92264,33.72,-116.51
92266,33.34,-114.93
92267,34.28,-114.18
92268,34.21,-116.52
92270,33.78,-116.41
92273,32.79,-115.69
92274,33.48,-116.1
92275,33.28,-115.92
92276,33.8,-116.36
92277,34.24,-115.86
92278,34.23,-116.06
92280,34.14,-114.52
92281,33.05,-115.61
92282,33.94,-116.65
92283,32.87,-114.72
92284,34.15,-116.41
92285,34.33,-116.51
92286,34.18,-116.4
92292,33.83,-116.54
92301,34.66,-117.51
92304,34.54,-115.64
92305,34.18,-116.86
92307,34.57,-117.15
92308,34.42,-117.14
92309,35.31,-116.04
92310,35.26,-116.69
92311,34.97,-116.99
92312,34.97,-117.05
92313,34.03,-117.31
92314,34.26,-116.84
92315,34.23,-116.86
92316,34.06,-117.39
92317,34.25,-117.21
92318,34.04,-117.23
92320,33.99,-117.05
92321,34.25,-117.16
92322,34.25,-117.32
92323,35.2,-115.42
92324,34.01,-117.27
92325,34.25,-117.3
92326,34.24,-117.2
92327,34.86,-116.81
92328,36.6,-116.83
92329,34.35,-117.6
92331,34.06,-117.44
92332,34.96,-115.31
92333,34.27,-116.94
92334,34.07,-117.46
92335,34.08,-117.46
92336,34.14,-117.45
92337,34.05,-117.46
92338,34.72,-116.15
92339,34.08,-116.9
92340,34.41,-117.27
92341,34.24,-117.07
92342,34.74,-117.35
92344,34.39,-117.39
92345,34.36,-117.32
92346,34.13,-117.15
92347,34.95,-117.18
92350,34.05,-117.26
92352,34.27,-117.19
92354,34.05,-117.24
92356,34.52,-116.88
92357,34.05,-117.25
92358,34.25,-117.54
92359,34.08,-117.07
92363,34.78,-114.59
92364,35.34,-115.43
92365,34.9,-116.66
92366,35.47,-115.52
92368,34.65,-117.32
92369,34.13,-117.22
92371,34.42,-117.48
92372,34.47,-117.62
92373,34,-117.12
92374,34.06,-117.17
92375,34.05,-117.19
92376,34.1,-117.38
92377,34.16,-117.39
92378,34.23,-117.23
92382,34.21,-117.12
92384,35.97,-116.2
92385,34.23,-117.18
92386,34.24,-116.83
92389,35.85,-116.22
92391,34.23,-117.23
92392,34.49,-117.36
92393,34.48,-117.31
92394,34.57,-117.33
92395,34.5,-117.29
92397,34.36,-117.61
92398,34.91,-116.85
92399,34.04,-117.01
92401,34.1,-117.29
92402,34.07,-117.46
92403,34.1,-117.27
92404,34.17,-117.24
92405,34.14,-117.3
92406,34.13,-117.28
92407,34.22,-117.37
92408,34.08,-117.27
92410,34.11,-117.3
92411,34.12,-117.32
92412,34.08,-117.26
92413,34.14,-117.25
92414,34.18,-117.26
92415,34.12,-117.26
92418,34.1,-117.29
92423,34.1,-117.28
92424,34.14,-117.3
92427,34.19,-117.34
92501,33.99,-117.38
92502,33.98,-117.37
92503,33.89,-117.44
92504,33.9,-117.4
92505,33.93,-117.49
92506,33.92,-117.36
92507,33.96,-117.31
92508,33.89,-117.32
92509,33.99,-117.44
92513,33.91,-117.46
92514,33.94,-117.41
92515,33.91,-117.48
92516,33.95,-117.39
92517,33.96,-117.43
92518,33.89,-117.27
92519,33.99,-117.41
92521,33.97,-117.34
92522,33.94,-117.39
92530,33.68,-117.37
92531,33.6,-117.39
92532,33.71,-117.34
92536,33.5,-116.81
92539,33.53,-116.68
92543,33.66,-116.98
92544,33.64,-116.83
92545,33.73,-117.05
92546,33.74,-116.97
92548,33.75,-117.11
92549,33.76,-116.73
92551,33.87,-117.22
92552,33.92,-117.24
92553,33.92,-117.24
92554,33.91,-117.25
92555,33.9,-117.1
92556,33.96,-117.24
92557,33.97,-117.25
92561,33.63,-116.59
92562,33.54,-117.33
92563,33.57,-117.14
92564,33.64,-117.18
92567,33.82,-117.1
92570,33.78,-117.33
92571,33.83,-117.2
92572,33.78,-117.22
92581,33.78,-116.95
92582,33.81,-117.02
92583,33.79,-116.93
92584,33.65,-117.18
92585,33.74,-117.18
92586,33.7,-117.19
92587,33.69,-117.24
92589,33.51,-117.1
92590,33.48,-117.22
92591,33.53,-117.1
92592,33.53,-117.04
92593,33.5,-117.15
92595,33.62,-117.25
92596,33.63,-117.07
92599,33.83,-117.19
92602,33.74,-117.76
92603,33.62,-117.79
92604,33.69,-117.78
92605,33.71,-118
92606,33.7,-117.82
92607,33.52,-117.7
92609,33.59,-117.7
92610,33.7,-117.67
92612,33.66,-117.83
92614,33.68,-117.85
92615,33.65,-117.96
92616,33.64,-117.83
92617,33.64,-117.84
92618,33.67,-117.73
92619,33.66,-117.76
92620,33.7,-117.76
92623,33.69,-117.81
92624,33.45,-117.66
92625,33.6,-117.86
92626,33.67,-117.9
92627,33.64,-117.91
92628,33.64,-117.91
92629,33.47,-117.7
92630,33.64,-117.67
92637,33.61,-117.72
92646,33.66,-117.97
92647,33.72,-118
92648,33.67,-118
92649,33.71,-118.04
92650,33.67,-117.75
92651,33.55,-117.78
92652,33.54,-117.78
92653,33.59,-117.7
92654,33.6,-117.71
92655,33.75,-117.98
92656,33.57,-117.72
92657,33.6,-117.82
92658,33.63,-117.86
92659,33.62,-117.92
92660,33.62,-117.87
92661,33.6,-117.9
92662,33.61,-117.89
92663,33.62,-117.93
92672,33.42,-117.62
92673,33.48,-117.61
92674,33.43,-117.62
92675,33.52,-117.61
92676,33.75,-117.63
92677,33.53,-117.7
92678,33.66,-117.59
92679,33.61,-117.6
92683,33.75,-117.99
92684,33.76,-118
92685,33.75,-117.99
92688,33.62,-117.61
92690,33.61,-117.64
92691,33.6,-117.66
92692,33.6,-117.64
92693,33.49,-117.66
92694,33.55,-117.62
92697,33.64,-117.84
92698,33.67,-117.83
92701,33.75,-117.85
92702,33.73,-117.87
92703,33.74,-117.89
92704,33.71,-117.9
92705,33.76,-117.79
92706,33.76,-117.88
92707,33.71,-117.87
92708,33.71,-117.94
92709,33.67,-117.73
92710,33.7,-117.81
92711,33.76,-117.8
92712,33.75,-117.87
92725,33.75,-117.86
92728,33.71,-117.92
92735,33.71,-117.85
92780,33.74,-117.82
92781,33.73,-117.81
92782,33.75,-117.77
92799,33.71,-117.9
92801,33.84,-117.95
92802,33.81,-117.91
92803,33.84,-117.93
92804,33.81,-117.97
92805,33.82,-117.91
92806,33.84,-117.87
92807,33.85,-117.79
92808,33.86,-117.74
92809,33.86,-117.74
92811,33.86,-117.83
92812,33.81,-117.92
92814,33.81,-117.96
92815,33.83,-117.91
92816,33.83,-117.88
92817,33.85,-117.79
92821,33.92,-117.86
92822,33.91,-117.89
92823,33.92,-117.8
92825,33.83,-117.91
92831,33.87,-117.89
92832,33.86,-117.92
92833,33.88,-117.96
92834,33.87,-117.89
92835,33.9,-117.91
92836,33.87,-117.9
92837,33.87,-117.96
92838,33.89,-117.93
92840,33.78,-117.93
92841,33.78,-117.97
92842,33.77,-117.94
92843,33.76,-117.93
92844,33.76,-117.97
92845,33.78,-118.02
92846,33.78,-118.03
92850,33.84,-117.95
92856,33.78,-117.84
92857,33.83,-117.84
92859,33.8,-117.78
92860,33.93,-117.56
92861,33.81,-117.81
92862,33.79,-117.71
92863,33.81,-117.82
92864,33.81,-117.82
92865,33.83,-117.85
92866,33.78,-117.84
92867,33.8,-117.84
92868,33.78,-117.86
92869,33.79,-117.78
92870,33.88,-117.85
92871,33.88,-117.85
92877,33.87,-117.56
92878,33.87,-117.56
92879,33.87,-117.53
92880,33.9,-117.61
92881,33.83,-117.5
92882,33.83,-117.6
92883,33.75,-117.48
92885,33.89,-117.82
92886,33.89,-117.78
92887,33.88,-117.72
92899,33.83,-117.87
93001,34.33,-119.31
93002,34.27,-119.28
93003,34.28,-119.22
93004,34.27,-119.16
93005,34.25,-119.2
93006,34.27,-119.29
93007,34.29,-119.15
93009,34.26,-119.21
93010,34.23,-119.07
93011,34.21,-119.03
93012,34.2,-118.98
93013,34.43,-119.52
93014,34.39,-119.51
93015,34.4,-118.83
93016,34.39,-118.91
93020,34.28,-118.88
93021,34.31,-118.87
93022,34.4,-119.3
93023,34.51,-119.29
93024,34.44,-119.25
93030,34.19,-119.17
93031,34.21,-119.18
93032,34.2,-119.17
93033,34.14,-119.1
93034,34.17,-119.17
93035,34.19,-119.23
93036,34.25,-119.16
93040,34.43,-118.75
93041,34.11,-119.11
93042,33.26,-119.5
93043,34.17,-119.2
93044,34.15,-119.19
93060,34.4,-119.07
93061,34.35,-119.05
93062,34.28,-118.74
93063,34.3,-118.72
93064,34.25,-118.7
93065,34.25,-118.78
93066,34.29,-119.03
93067,34.42,-119.59
93093,34.27,-118.71
93094,34.27,-118.79
93099,34.26,-118.75
93101,34.41,-119.7
93102,34.42,-119.7
93103,34.43,-119.68
93105,34.53,-119.8
93106,34.43,-119.83
93107,34.42,-119.86
93108,34.44,-119.61
93109,34.4,-119.72
93110,34.43,-119.77
93111,34.45,-119.8
93116,34.49,-120.04
93117,34.5,-120.12
93118,34.43,-119.82
93120,34.41,-119.7
93121,34.41,-119.7
93130,34.44,-119.73
93140,34.42,-119.67
93150,34.43,-119.63
93160,34.43,-119.8
93190,34.42,-119.7
93199,34.49,-120.04
93201,35.86,-119.46
93202,36.31,-119.71
93203,35.08,-118.79
93204,35.89,-120.07
93205,35.52,-118.4
93206,35.43,-119.49
93207,35.87,-118.65
93208,36.06,-118.58
93210,36.19,-120.39
93212,36.07,-119.53
93215,35.78,-119.23
